Device_ID,Device_Type,BS_position,No_of_sensors,Threshold_distance,Energy_consumed_by_amplifier_long_distance,Initial_energy,Cluster_radius,Energy_consumed_by_electronics_circuit,Energy_consumed_by_amplifier_short_distance,Simulation_time,Secondary_model_parameter_value,Bandwidth,Data_packet_size,Message_size,ICMP_IPV4_TYPE,ICMP_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,ATTACK,LABEL,DATASET
Device_2058,Actuator,377.2,447,52.24,0.0009635189745330554,2.046,21.24,0.0001233742552728119,0.0002796031659372857,6820,5.029,166,520,345,0,8,53136,1,80962,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2059,Camera,801.84,43,20.15,0.007414093169509208,2.397,58.27,0.0004266123995586999,0.0005305887335173818,4120,4.675,492,1113,2880,8,8,25780,28,3375,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2060,Router,434.53,272,126.87,0.004076924380792067,4.129,60.74,0.00020970810375101192,0.0007745170363056533,983,9.562,653,662,320,0,8,41805,1,50872,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2061,Router,869.53,374,19.01,0.00485593117320297,4.566,67.91,0.003888498687003344,0.0007698280771580498,1272,5.096,564,119,1180,3,0,3788,15,70361,220,Port_Scan,1,NF-ToN-IoT-v2
Device_2062,Router,180.66,44,126.42,0.009745567315660853,4.057,75.44,0.0004909176460718511,0.0006572819644526081,7138,5.226,180,1177,2325,8,0,13781,15,86158,331,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2063,Sensor,947.69,280,52.86,0.003509232194350715,1.557,62.09,0.0001835476757144749,8.799981897403134e-05,5695,9.843,544,1025,1893,3,0,41386,15,74698,150,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_2064,Actuator,218.77,458,181.88,0.0065173674661418626,4.91,15.62,0.0008223519894407719,6.0137421672966744e-05,4774,1.203,726,1299,616,8,8,5935,1,50962,150,Brute_Force,1,NF-BoT-IoT-v2
Device_2065,Sensor,326.22,483,100.27,0.003985792741228527,2.134,80.07,0.0016008444773628638,0.00039456085694891983,7838,9.859,777,1122,3803,8,0,44113,15,40577,530,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_2066,Camera,756.19,236,52.55,0.008953398914968413,1.261,12.55,0.0023770333412975386,3.642055221442677e-05,8404,1.74,17,325,2244,11,0,9619,15,46642,226,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2067,Sensor,393.76,34,172.1,0.00848288704325089,2.748,6.9,0.00042047609510897384,0.0009051028885362048,6788,4.782,126,1185,3028,8,8,25053,1,36307,200,Botnet,1,NF-ToN-IoT-v2
Device_2068,Camera,608.21,243,58.27,0.002492080290447605,3.764,78.12,0.002545012944399525,2.9943218107176967e-05,6642,3.442,82,886,1584,0,8,34722,28,59374,220,Normal,0,NF-ToN-IoT-v2
Device_2069,Camera,444.57,68,68.25,0.006948282554847917,0.875,57.09,0.0013155011591185419,3.931673352056174e-05,9083,9.559,40,71,3966,3,8,1056,2,16431,331,Normal,0,NF-BoT-IoT-v2
Device_2070,Gateway,742.37,260,168.51,0.0007452027593823496,3.354,71.37,0.001444420325978349,0.00017367410458774568,1415,4.906,616,1267,2197,3,8,45805,15,47295,226,DoS,1,NF-BoT-IoT-v2
Device_2071,Router,228.33,344,68.67,0.009635535356345912,4.361,41.36,0.004127321033074529,0.0006307449802697047,3333,0.328,219,1111,3731,3,0,2640,1,30185,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2072,Camera,58.46,95,87.93,0.0035550020693401597,1.678,6.05,0.004935925522656458,0.0005461385991804926,150,2.295,971,743,3531,8,0,35682,2,82983,331,Normal,0,NF-BoT-IoT-v2
Device_2073,Gateway,299.93,260,76.06,0.008335243448589194,3.619,36.45,0.002372933743381926,0.0006628922651897976,243,4.365,182,322,3013,0,0,52683,2,78726,150,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2074,Router,474.31,399,32.12,0.0032524705241653686,2.3,62.77,0.0016766764062570323,0.0008946195896969214,3787,6.796,896,848,4060,11,8,33281,5,16404,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2075,Camera,168.02,189,17.39,0.006364430337849034,2.364,26.44,0.004664096063181887,0.0004603961943035818,5901,5.663,438,1674,2988,11,8,28065,2,71447,530,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_2076,Camera,354.8,216,147.66,0.009837548840644885,1.764,70.34,0.0025521973876849505,5.343721612169342e-05,5352,8.514,668,738,2871,0,8,4427,15,13356,150,Botnet,1,NF-BoT-IoT-v2
Device_2077,Sensor,399.98,353,132.58,0.00877982364500314,3.31,80.47,0.0036787324987855342,0.0007658616589593432,5718,8.301,968,1407,2983,0,0,15961,28,16978,226,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2078,Sensor,57.39,158,63.65,0.0016876225080585834,2.124,48.16,0.0021273261517034303,0.0008138448181460326,4585,5.946,690,1177,3068,0,0,65149,15,74456,530,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2079,Router,583.31,80,66.16,0.005520135488179766,4.239,88.19,0.0010924880305249814,5.9389476287700154e-05,7437,5.756,530,1150,1634,8,0,26015,5,44116,200,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2080,Camera,884.34,130,189.55,0.003550464642935433,4.833,86.21,0.0033089370515813656,0.0002504208007010991,8251,2.854,653,1483,2360,8,0,532,2,47047,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2081,Actuator,151.74,262,197.66,0.004399954631318089,4.708,88.42,0.003357728982729927,0.0007728908313384167,8216,9.583,161,830,1930,11,8,26628,5,44217,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2082,Sensor,597.81,102,99.95,0.0034183129792658092,1.234,67.8,0.002354900865386858,0.00038239368616084876,3830,0.861,911,1692,1724,0,8,14619,15,74647,220,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2083,Router,664.74,265,162.47,0.0034259965571355805,0.564,33.95,0.0014227532118960982,0.0004779248844797748,9040,4.031,726,1504,2675,0,8,36694,15,8612,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2084,Camera,419.33,263,149.97,0.005471277113388453,2.473,50.72,0.004175886111107469,0.0008249439850534333,9166,6.642,934,875,2400,3,0,12591,15,39080,220,Normal,0,NF-ToN-IoT-v2
Device_2085,Camera,701.1,361,66.49,0.002000443690319211,3.78,72.5,0.001449058809489329,0.00010367334302505108,3044,9.462,734,669,2520,11,0,35679,28,46783,200,DoS,1,NF-ToN-IoT-v2
Device_2086,Actuator,410.73,297,21.13,0.005420214709810311,4.899,25.0,0.0033292175327072813,0.0006805114812206514,4903,5.065,774,945,3917,8,0,19652,15,19223,226,Normal,0,NF-ToN-IoT-v2
Device_2087,Router,504.64,318,37.09,0.002861757828263179,4.025,75.19,0.001981529557074214,0.00022283454288348918,1308,8.97,557,375,2844,0,0,34045,15,34970,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2088,Camera,7.35,68,169.28,0.0029609307519938162,3.112,57.07,0.002415155321894874,7.202491676575133e-05,3833,1.138,187,1603,372,8,8,50018,2,12598,331,Normal,0,NF-BoT-IoT-v2
Device_2089,Sensor,691.72,78,148.93,0.007413605487452666,0.619,14.12,0.001135873041352313,0.0006658728671351508,313,5.363,354,2013,124,3,8,40697,28,27093,530,Normal,0,NF-ToN-IoT-v2
Device_2090,Actuator,661.34,455,136.22,0.00039297667524336433,4.215,57.94,0.0032824517328488897,0.00013019813044339108,6666,3.229,375,1980,3639,0,0,27461,2,7949,200,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2091,Router,38.4,397,34.82,0.00387136305047069,1.297,11.34,0.0012065465847340058,0.0007495371862144915,1918,7.977,467,1784,2892,8,0,54866,5,27124,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2092,Actuator,368.25,95,131.59,0.004134590363521087,0.75,6.36,0.0024799988283773066,0.00021067833734266506,3594,4.505,241,1974,2638,8,0,48875,1,46714,220,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2093,Sensor,979.03,283,156.71,0.004902590383209911,4.327,89.51,0.0017094510264173929,5.802690015427355e-05,585,4.805,737,1058,3446,11,8,30887,2,24468,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2094,Router,420.74,236,173.51,0.0067232091448224335,3.048,51.54,0.004821668090644646,0.00010830449034256074,7644,0.741,334,1085,3828,8,0,59397,28,68047,530,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_2095,Actuator,501.95,90,12.51,0.003759899149097157,1.078,56.61,0.004912883369878383,0.0008428575462584478,3115,4.436,48,1008,2311,8,0,28813,2,67624,150,Normal,0,NF-ToN-IoT-v2
Device_2096,Gateway,909.93,123,140.05,0.002210057332633905,2.239,31.59,0.0037921074059564133,0.0003772585341768715,3579,0.9,111,1310,2926,8,0,45430,1,72193,150,DDoS,1,NF-ToN-IoT-v2
Device_2097,Sensor,717.26,193,13.63,0.008860241121408456,0.885,56.56,0.004921195724788384,0.0003092439749537437,7029,3.066,937,76,4076,8,0,62588,2,444,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2098,Sensor,582.07,289,144.31,0.009812282404143998,3.371,21.04,0.0006563981497579166,0.0004962868315154013,6514,1.356,595,1232,3488,3,8,15682,1,56679,425,Normal,0,NF-ToN-IoT-v2
Device_2099,Sensor,797.8,331,130.77,0.0002981454624120348,1.771,75.84,0.004962390804665901,0.0006366032431615834,5316,3.411,104,1277,1162,8,8,55690,28,47955,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2100,Gateway,864.37,406,38.19,0.0055100218249069105,4.397,83.22,0.0006074239902171364,4.6731222859966054e-05,5037,2.351,463,1680,2047,11,8,29862,2,28525,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2101,Gateway,456.89,327,155.56,0.0034828535531810623,2.11,86.31,0.002135713691027529,0.0008992066283160262,3218,2.923,74,153,2867,3,8,38568,28,37461,331,Normal,0,NF-ToN-IoT-v2
Device_2102,Camera,475.11,63,22.99,0.0028421967963333716,2.726,15.13,0.001270843093756823,0.000958896551172193,763,1.569,567,306,1358,3,8,5143,28,32658,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2103,Actuator,386.05,408,167.02,0.003423493269612361,0.786,57.99,0.0047738452206854375,0.0004231337479933205,1123,4.452,317,991,1108,8,0,26282,5,76667,530,Normal,0,NF-ToN-IoT-v2
Device_2104,Camera,966.71,206,59.77,0.006424889788619386,1.74,81.83,0.003215370680515793,0.00041850261349030214,6416,5.026,2,932,3171,0,0,34924,5,42734,425,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2105,Actuator,697.17,396,140.88,0.0019880885012749697,3.545,17.18,0.0030259249157348644,0.0008797743220518268,4542,8.383,754,1799,261,8,0,10449,2,24866,200,Normal,0,NF-BoT-IoT-v2
Device_2106,Gateway,83.22,302,185.5,0.009137321045413708,3.813,14.45,0.0049874486739479,0.00043501868015607313,336,5.434,372,343,1240,3,0,64094,2,23149,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2107,Gateway,862.96,302,74.57,0.004714533796900811,1.593,82.61,0.003100887909064694,0.0008576280354633488,6786,2.365,770,449,2155,8,0,25801,28,32422,200,Normal,0,NF-BoT-IoT-v2
Device_2108,Camera,480.56,494,105.55,0.0033232106481783513,2.767,80.69,0.0032661834165865654,3.805357504449418e-05,3443,7.385,469,792,2752,11,0,9625,5,55666,331,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2109,Router,68.75,396,97.99,0.007678760182321231,4.179,47.63,0.00031939406655411923,0.0004947541026802853,6650,3.043,844,1384,2665,11,8,56092,2,50151,530,Normal,0,NF-ToN-IoT-v2
Device_2110,Camera,549.72,456,39.95,0.00026183198583830733,2.21,15.42,0.004309347949964333,0.0009529047543246379,2225,7.588,10,1158,3066,11,0,2049,2,124,150,DDoS,1,NF-BoT-IoT-v2
Device_2111,Actuator,417.16,300,122.16,0.004375343370806565,1.102,54.03,0.004853438215536407,0.0002602766121433659,8058,3.933,588,719,2097,8,0,10013,2,77550,425,DDoS,1,NF-BoT-IoT-v2
Device_2112,Camera,877.75,189,151.17,0.0036175056499121766,2.443,42.51,0.004805524637566064,0.00027349327224790714,3317,5.185,423,1803,1632,8,8,10982,5,5260,220,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_2113,Sensor,203.99,480,184.21,0.003448278108898371,3.203,54.26,0.0011834174867365371,0.0006338217588255011,2055,5.087,258,313,934,3,8,51965,2,61795,220,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_2114,Actuator,826.46,389,171.65,0.003437006484696774,0.533,46.79,0.0012069851854537795,0.0009269289744877575,6255,9.561,633,1300,573,3,8,50286,28,54523,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2115,Actuator,557.69,421,106.9,0.0004095866396979473,2.069,59.01,0.001893630913544573,0.0002067548188767467,8027,1.621,833,1188,2527,3,0,7753,2,73004,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2116,Router,54.61,231,146.61,0.001605952389787514,3.233,74.08,0.001620029347496078,0.0009224345155922726,328,9.392,962,887,2520,0,0,55371,15,9096,200,Normal,0,NF-ToN-IoT-v2
Device_2117,Gateway,971.85,283,162.15,0.0015046630771929027,4.784,78.61,0.0015975117722477282,0.0006663737066737318,5038,5.664,727,702,359,11,8,14547,1,45179,530,Normal,0,NF-BoT-IoT-v2
Device_2118,Actuator,512.62,387,103.76,0.009887243997713268,2.338,66.65,0.003065561913961947,0.0009931168411184436,5160,9.938,476,1847,3065,0,8,34744,28,62466,200,Normal,0,NF-BoT-IoT-v2
Device_2119,Gateway,290.88,253,31.93,0.00031944098331705646,1.233,23.9,0.004047479233501054,0.0007390942579881045,6915,5.774,245,372,1952,0,8,15989,2,41325,331,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_2120,Camera,469.41,429,93.21,0.0017540291978847826,2.904,42.73,0.004690163987305541,0.0006711225353101326,2986,6.598,337,53,2738,11,8,42216,15,26130,220,Normal,0,NF-ToN-IoT-v2
Device_2121,Sensor,857.86,426,170.07,0.009744327635721098,1.786,11.77,0.0004325163450289285,0.0008167541402403667,6974,7.521,692,1669,4005,0,0,59578,5,82113,226,Normal,0,NF-BoT-IoT-v2
Device_2122,Router,304.9,457,123.36,0.006319740278719043,1.467,47.91,0.001462094534282164,0.00018338891609738958,7705,8.236,488,1205,2314,8,8,29970,28,61837,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2123,Gateway,192.68,163,147.65,0.004561604494006641,3.157,97.18,0.0013495674898704793,0.0009465257569030162,2919,4.828,853,2036,639,11,8,63797,28,15685,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2124,Actuator,129.07,313,45.2,0.000879733237159062,4.621,65.96,0.001851454351511802,0.00017393955368830193,3089,6.818,812,600,978,0,0,3013,2,74076,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2125,Gateway,297.86,433,193.22,0.0067296455001654805,4.259,19.69,0.0021792378892613977,3.541366619748967e-05,9378,6.187,802,701,1048,0,0,37751,5,17692,331,Normal,0,NF-BoT-IoT-v2
Device_2126,Actuator,780.05,282,86.78,0.001464249578044552,1.32,30.51,0.0020069402113448063,0.0007008782727857647,7238,4.13,73,1936,859,0,8,65174,2,42798,150,Botnet,1,NF-ToN-IoT-v2
Device_2127,Gateway,471.63,433,134.19,0.0067447426093758985,3.946,11.13,0.004765521325967879,0.0001927494718675453,2093,8.226,721,1870,2057,8,0,12498,15,60317,331,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_2128,Actuator,227.48,144,13.59,0.009793847322280579,1.534,22.33,0.00224193237481349,0.0007611656478355659,3145,2.005,753,1001,1822,0,0,22878,1,69331,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2129,Camera,166.18,322,34.19,0.005366529320307833,1.808,51.34,0.0028028035983158036,0.0007970885882025537,6293,1.755,874,1762,911,0,8,22304,5,82136,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2130,Actuator,332.73,17,158.59,0.002219438079576342,4.64,37.76,0.003768303074380942,0.00024433224824883923,3405,7.391,685,1222,1455,0,8,51521,1,47158,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2131,Actuator,939.92,137,193.91,0.006290309133708023,4.6,24.38,0.003652915505233955,9.585312726945922e-05,2092,6.411,928,2044,3561,3,0,49358,15,6315,150,DoS,1,NF-BoT-IoT-v2
Device_2132,Sensor,343.03,382,70.81,0.005178003909133701,1.259,18.93,0.002956526376803387,0.0005058127566160118,3699,3.245,5,376,3345,11,8,61322,28,49609,200,Port_Scan,1,NF-BoT-IoT-v2
Device_2133,Actuator,988.12,65,17.06,0.005378088609745396,0.789,67.33,0.004318076915146031,0.000891316325462608,3687,6.388,462,1761,1685,0,8,58457,15,36918,200,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_2134,Sensor,485.23,135,78.56,0.004833258766587969,1.819,58.02,0.0031584884138100558,0.0008488181900190853,1405,7.729,366,1516,3057,0,0,14993,1,61946,530,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2135,Router,179.16,168,13.32,0.006770031685011203,3.118,85.05,0.0043863183522041375,0.00012591163193526614,6463,2.248,495,1914,2850,11,0,4160,5,23404,331,DoS,1,NF-BoT-IoT-v2
Device_2136,Sensor,891.14,68,46.55,0.005762259087829321,4.446,22.41,0.0015835521778542684,0.0009651354318733433,5567,5.856,217,1980,3595,0,0,22943,2,3788,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2137,Camera,460.36,67,152.97,0.009871251266798291,1.035,85.56,0.0007469160168753445,0.0002713097034334944,4559,8.264,214,1965,425,8,0,50174,1,79308,331,DoS,1,NF-BoT-IoT-v2
Device_2138,Sensor,709.67,149,188.05,0.008276047868318957,2.367,59.9,0.004115650237091419,0.0003558972652528102,5187,4.171,959,1315,539,0,0,14211,5,13573,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2139,Router,983.71,185,26.62,0.002720513939338965,1.723,30.29,0.0019743377490770556,0.00015755974064141,1019,5.76,325,231,367,0,8,56917,1,1710,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_2140,Camera,50.18,424,116.0,0.00728498956685924,0.567,30.99,0.0032903144010420766,0.0003840249358872196,8333,0.878,310,36,2296,3,0,62755,28,15734,226,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2141,Gateway,96.69,117,58.24,0.002221573458908872,4.048,42.09,0.003712824862701007,0.0006392846952564832,1382,8.322,38,331,2376,3,8,2524,28,63499,200,Normal,0,NF-BoT-IoT-v2
Device_2142,Gateway,720.46,220,36.42,0.007845229440005774,4.16,48.71,0.0017008813295935198,0.0005110174775166568,6209,7.982,905,1658,1501,8,8,49123,2,9475,425,Botnet,1,NF-ToN-IoT-v2
Device_2143,Sensor,281.83,456,51.61,0.0015608206357756876,1.496,12.84,0.002575300603993191,0.0008292640902121572,2220,4.617,61,1591,465,11,8,47098,28,46394,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2144,Sensor,184.3,83,119.77,0.004788182952117658,1.181,84.99,0.00448513992418357,0.0006448878031442536,4596,1.281,95,1291,2284,8,8,9656,15,86047,150,DoS,1,NF-ToN-IoT-v2
Device_2145,Router,39.36,176,22.38,0.007927001363230138,1.151,16.55,0.004410986852668513,0.00027090902673481126,3250,6.638,233,1802,1815,11,8,57713,2,74024,226,Normal,0,NF-ToN-IoT-v2
Device_2146,Router,21.85,469,92.5,0.0028731157528349973,2.588,50.93,0.0037718496798125455,0.0005618636513006643,5406,5.773,789,769,941,0,0,60064,1,12240,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2147,Actuator,774.49,413,35.69,0.008387479338803464,1.609,41.38,0.0038374237065231616,7.354921462932753e-05,1933,9.203,548,571,3218,3,8,47846,15,46115,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2148,Router,134.43,366,61.81,0.0064770920194363235,2.801,53.67,0.004498653800498527,0.0005849826551370165,7823,2.87,513,1207,1677,8,8,27277,5,71499,220,Normal,0,NF-ToN-IoT-v2
Device_2149,Actuator,467.72,313,46.24,0.004035471058161437,2.232,89.31,0.0037080286977205887,0.00039576719124506383,5978,0.42,150,927,1409,8,0,20911,1,5386,331,Normal,0,NF-ToN-IoT-v2
Device_2150,Camera,605.9,242,177.77,0.004291825422132092,1.449,98.96,0.0017639682605871275,0.00010741450713526935,5109,2.622,471,277,970,3,8,59630,28,52788,331,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2151,Sensor,428.35,336,144.52,0.009267316185806567,3.88,6.93,0.0006918351302360915,0.0003143893134608739,3962,4.336,215,1060,409,11,0,37156,1,59223,425,Normal,0,NF-BoT-IoT-v2
Device_2152,Camera,27.11,381,175.01,0.002256130900122555,1.177,42.36,0.0021672320898762126,0.0008991061226749751,228,1.639,399,44,1159,0,8,6380,28,71642,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2153,Router,783.5,191,82.86,0.006964289890229632,4.095,82.67,0.000527982737683014,0.0005901775679558873,1445,9.799,558,1009,3586,11,0,23172,15,84221,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2154,Camera,10.51,131,69.55,0.007102212636841201,3.027,36.03,0.0006672768072548633,0.0009042322004536206,7469,2.302,577,1622,1870,3,0,18225,15,44612,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2155,Camera,761.89,343,82.31,0.009232251962518003,4.244,66.66,0.004755843254899191,0.0004166959471048219,7232,6.811,6,1520,1964,0,8,62140,15,33738,425,Normal,0,NF-BoT-IoT-v2
Device_2156,Camera,893.3,212,13.52,0.007160326260697673,0.521,99.26,0.0034118461069521998,0.0009791195133961872,4742,4.596,936,317,2919,11,0,38613,2,44474,331,Normal,0,NF-ToN-IoT-v2
Device_2157,Router,432.84,464,147.69,0.005886227438777913,3.871,66.44,0.004272882632304466,0.0003664188629632085,3323,5.596,931,1669,1740,0,0,24900,28,46140,331,DoS,1,NF-ToN-IoT-v2
Device_2158,Camera,535.54,38,76.46,0.009034973136261299,0.732,15.56,0.003250206047040104,0.0007592365689940543,3576,9.334,81,370,271,3,8,40804,1,8694,150,Normal,0,NF-ToN-IoT-v2
Device_2159,Actuator,476.98,211,69.53,0.00830840709351914,4.775,85.08,0.0021508461391603483,0.0003123490526452563,5197,5.362,189,1269,1429,0,8,39333,1,82463,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2160,Router,389.21,102,123.65,0.007196086902858841,3.662,96.83,0.00022327803406175552,0.00011493064296545911,9727,3.122,663,976,1120,8,8,37293,1,71027,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2161,Camera,887.42,338,92.89,0.00042252598568252734,1.941,72.69,0.004783601481177684,0.0008347260307682643,8547,2.286,660,144,1469,3,8,20833,2,74057,530,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_2162,Router,893.93,365,196.36,0.0037978521405795784,1.939,44.81,0.0004475691130576481,0.0007649557116014581,5822,8.931,28,369,1473,8,8,59022,2,18915,425,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2163,Gateway,335.82,185,77.69,0.006355707754798359,4.377,95.1,0.0030897990234971797,0.0008224227434801204,4846,9.869,677,121,3244,0,8,9711,28,10908,220,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_2164,Actuator,615.07,339,126.64,0.005270280191131974,4.563,97.01,0.0006007957374795255,0.0003066975863687559,3511,2.593,978,814,1052,11,0,37156,2,85911,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2165,Camera,926.91,220,69.21,0.0032612514323286544,4.512,93.84,0.001492323625088885,0.0007066250093449607,175,7.247,135,790,2989,0,8,2842,15,35326,530,Normal,0,NF-BoT-IoT-v2
Device_2166,Gateway,962.06,193,198.21,0.0015297967635467876,4.139,44.12,0.0010105055407640942,0.0002277236192710793,3711,5.107,766,1531,225,3,8,27247,1,18770,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2167,Gateway,508.96,104,94.57,0.005574666168620325,4.186,80.02,0.0028132128842784957,2.1198420898869776e-05,8101,7.016,305,1085,2127,3,8,42240,15,4201,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2168,Router,452.82,282,130.48,0.0029305840010359087,3.077,67.15,0.00444666919109829,0.0008678238878793114,8796,9.646,495,1595,3149,0,8,38300,2,77813,220,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2169,Gateway,278.69,146,34.08,0.002406704849109064,0.627,22.07,0.003214549308208809,0.000528290232185433,3492,2.833,724,1523,2854,11,8,4476,1,64891,226,DoS,1,NF-BoT-IoT-v2
Device_2170,Actuator,958.87,246,149.27,0.004049686447843843,0.89,55.87,0.0033545212955806768,0.0009838168041072675,5211,7.425,280,1443,309,3,8,21703,5,44336,226,Port_Scan,1,NF-BoT-IoT-v2
Device_2171,Actuator,142.81,362,61.15,0.00787636518882126,3.423,76.03,0.004553764331445183,0.00039118533795470936,6219,4.436,80,1635,1133,0,8,16608,15,7498,226,Normal,0,NF-ToN-IoT-v2
Device_2172,Sensor,579.83,427,95.24,0.004929749673426491,2.305,90.11,0.0037721836170584158,0.0009573042769195757,2494,6.56,781,388,3953,11,8,25478,5,27610,200,Port_Scan,1,NF-BoT-IoT-v2
